country,clicks,impressions,ctr,position,date
pse,0,230,0.0,54.24782608695652,2022-10-31
pyf,0,2,0.0,40.5,2022-10-31
qat,0,53,0.0,33.924528301886795,2022-10-31
reu,0,7,0.0,35.857142857142854,2022-10-31
rwa,0,18,0.0,31.27777777777778,2022-10-31
sdn,0,13,0.0,58.69230769230769,2022-10-31
sen,0,21,0.0,45.19047619047619,2022-10-31
slv,0,31,0.0,57.193548387096776,2022-10-31
smr,0,2,0.0,23.5,2022-10-31
som,0,9,0.0,72.0,2022-10-31
ssd,0,1,0.0,43.0,2022-10-31
sur,0,11,0.0,72.0,2022-10-31
swz,0,3,0.0,66.33333333333333,2022-10-31
syc,0,5,0.0,16.8,2022-10-31
syr,0,36,0.0,47.388888888888886,2022-10-31
tca,0,4,0.0,34.5,2022-10-31
tgo,0,16,0.0,55.4375,2022-10-31
tjk,0,3,0.0,51.666666666666664,2022-10-31
tkm,0,2,0.0,15.5,2022-10-31
tto,0,52,0.0,47.69230769230769,2022-10-31
tza,0,20,0.0,65.35,2022-10-31
vct,0,1,0.0,43.0,2022-10-31
vgb,0,11,0.0,47.54545454545455,2022-10-31
vir,0,1,0.0,10.0,2022-10-31
vut,0,2,0.0,43.0,2022-10-31
xkk,0,20,0.0,55.6,2022-10-31
zmb,0,14,0.0,70.07142857142857,2022-10-31
zwe,0,16,0.0,34.75,2022-10-31
ind,474,11977,0.03957585371962929,28.19270268013693,2022-11-30
usa,462,28045,0.01647352469245855,36.479122838295595,2022-11-30
gbr,120,4816,0.024916943521594685,28.536960132890364,2022-11-30
deu,119,3717,0.032015065913371,21.29808985741189,2022-11-30
fra,108,2618,0.04125286478227655,25.072192513368982,2022-11-30
can,67,2220,0.03018018018018018,29.21126126126126,2022-11-30
ita,57,1296,0.04398148148148148,24.493827160493826,2022-11-30
esp,54,1424,0.037921348314606744,28.6875,2022-11-30
tur,50,2313,0.021616947686986597,41.747081712062254,2022-11-30
nld,47,1531,0.03069888961463096,26.87851077726976,2022-11-30
bra,46,3029,0.015186530207989435,43.31132386926378,2022-11-30
rus,42,4170,0.010071942446043165,43.36786570743405,2022-11-30
pol,40,1319,0.030326004548900682,30.408642911296436,2022-11-30
aus,39,1151,0.03388357949609035,28.149435273675063,2022-11-30
vnm,35,2086,0.016778523489932886,42.68744007670182,2022-11-30
idn,30,2439,0.012300123001230012,42.64657646576466,2022-11-30
kor,30,1775,0.016901408450704224,38.180281690140845,2022-11-30
isr,29,628,0.04617834394904458,20.10987261146497,2022-11-30
rou,29,597,0.048576214405360134,25.710217755443885,2022-11-30
pak,28,1299,0.02155504234026174,35.64357197844496,2022-11-30
sgp,24,766,0.031331592689295036,24.558746736292427,2022-11-30
tha,24,745,0.032214765100671144,36.69395973154362,2022-11-30
phl,23,1398,0.016452074391988557,40.67381974248927,2022-11-30
twn,23,1183,0.01944209636517329,38.38377007607777,2022-11-30
jpn,22,934,0.023554603854389723,34.29229122055675,2022-11-30
che,19,513,0.037037037037037035,21.257309941520468,2022-11-30
irn,19,435,0.04367816091954023,22.917241379310344,2022-11-30
chn,17,283,0.06007067137809187,13.46643109540636,2022-11-30
swe,17,671,0.02533532041728763,23.36810730253353,2022-11-30
bgr,16,281,0.05693950177935943,34.32740213523132,2022-11-30
dnk,16,421,0.03800475059382423,20.225653206650833,2022-11-30
aut,15,384,0.0390625,20.971354166666668,2022-11-30
hkg,15,449,0.0334075723830735,23.610244988864142,2022-11-30
col,14,793,0.017654476670870115,41.389659520807065,2022-11-30
fin,14,352,0.03977272727272727,17.607954545454547,2022-11-30
grc,14,342,0.04093567251461988,21.961988304093566,2022-11-30
ukr,14,1246,0.011235955056179775,41.33868378812199,2022-11-30
bel,13,396,0.03282828282828283,23.386363636363637,2022-11-30
bgd,13,1548,0.008397932816537468,45.724806201550386,2022-11-30
mex,13,1128,0.01152482269503546,41.454787234042556,2022-11-30
zaf,13,419,0.031026252983293555,35.572792362768496,2022-11-30
zzz,12,294,0.04081632653061224,37.13265306122449,2022-11-30
cze,11,421,0.026128266033254157,31.883610451306414,2022-11-30
egy,11,857,0.012835472578763127,43.14469078179697,2022-11-30
arg,10,1101,0.009082652134423252,46.6503178928247,2022-11-30
mar,10,496,0.020161290322580645,38.98991935483871,2022-11-30
mys,10,772,0.012953367875647668,42.02849740932643,2022-11-30
chl,9,367,0.02452316076294278,31.08991825613079,2022-11-30
irl,9,326,0.027607361963190184,26.165644171779142,2022-11-30
sau,9,355,0.02535211267605634,38.332394366197185,2022-11-30
tun,9,218,0.04128440366972477,30.142201834862384,2022-11-30
kaz,8,312,0.02564102564102564,41.51923076923077,2022-11-30
prt,8,385,0.02077922077922078,29.898701298701297,2022-11-30
are,6,293,0.020477815699658702,37.62798634812287,2022-11-30
hun,6,331,0.01812688821752266,31.858006042296072,2022-11-30
nga,6,237,0.02531645569620253,38.18987341772152,2022-11-30
srb,6,258,0.023255813953488372,35.763565891472865,2022-11-30
est,5,178,0.028089887640449437,19.797752808988765,2022-11-30
eth,5,88,0.056818181818181816,44.65909090909091,2022-11-30
ltu,5,394,0.012690355329949238,41.09644670050761,2022-11-30
dza,4,323,0.01238390092879257,40.87616099071207,2022-11-30
ecu,4,217,0.018433179723502304,45.1705069124424,2022-11-30
lka,4,196,0.02040816326530612,30.040816326530614,2022-11-30
npl,4,182,0.02197802197802198,38.63186813186813,2022-11-30
ury,4,83,0.04819277108433735,39.46987951807229,2022-11-30
arm,3,110,0.02727272727272727,39.86363636363637,2022-11-30
geo,3,183,0.01639344262295082,31.502732240437158,2022-11-30
hrv,3,98,0.030612244897959183,24.73469387755102,2022-11-30
irq,3,409,0.007334963325183374,48.04645476772616,2022-11-30
jor,3,193,0.015544041450777202,29.813471502590673,2022-11-30
ken,3,156,0.019230769230769232,39.76923076923077,2022-11-30
lux,3,55,0.05454545454545454,17.30909090909091,2022-11-30
lva,3,124,0.024193548387096774,36.41935483870968,2022-11-30
nor,3,294,0.01020408163265306,24.62925170068027,2022-11-30
rwa,3,19,0.15789473684210525,21.57894736842105,2022-11-30
uga,3,34,0.08823529411764706,15.294117647058824,2022-11-30
blr,2,153,0.013071895424836602,38.3921568627451,2022-11-30
cub,2,16,0.125,26.75,2022-11-30
cuw,2,9,0.2222222222222222,25.77777777777778,2022-11-30
cyp,2,187,0.0106951871657754,55.839572192513366,2022-11-30
gha,2,81,0.024691358024691357,37.45679012345679,2022-11-30
lbn,2,68,0.029411764705882353,30.691176470588236,2022-11-30
lby,2,58,0.034482758620689655,41.672413793103445,2022-11-30
mdv,2,15,0.13333333333333333,21.2,2022-11-30
nzl,2,227,0.00881057268722467,33.15418502202643,2022-11-30
pan,2,59,0.03389830508474576,46.57627118644068,2022-11-30
per,2,413,0.004842615012106538,45.07021791767554,2022-11-30
qat,2,86,0.023255813953488372,44.383720930232556,2022-11-30
uzb,2,117,0.017094017094017096,45.06837606837607,2022-11-30
ven,2,217,0.009216589861751152,49.55299539170507,2022-11-30
afg,1,6,0.16666666666666666,23.0,2022-11-30
alb,1,61,0.01639344262295082,45.36065573770492,2022-11-30
aze,1,87,0.011494252873563218,33.4367816091954,2022-11-30
bol,1,127,0.007874015748031496,47.976377952755904,2022-11-30
bwa,1,14,0.07142857142857142,42.642857142857146,2022-11-30
civ,1,30,0.03333333333333333,30.2,2022-11-30
cmr,1,15,0.06666666666666667,20.866666666666667,2022-11-30
gtm,1,56,0.017857142857142856,42.285714285714285,2022-11-30
hnd,1,57,0.017543859649122806,52.63157894736842,2022-11-30
khm,1,134,0.007462686567164179,41.61194029850746,2022-11-30
mda,1,104,0.009615384615384616,42.10576923076923,2022-11-30
mdg,1,24,0.041666666666666664,38.166666666666664,2022-11-30
mkd,1,233,0.004291845493562232,58.47639484978541,2022-11-30
mlt,1,48,0.020833333333333332,34.833333333333336,2022-11-30
mus,1,22,0.045454545454545456,30.5,2022-11-30
png,1,2,0.5,1.0,2022-11-30
pri,1,52,0.019230769230769232,40.05769230769231,2022-11-30
pse,1,223,0.004484304932735426,50.488789237668165,2022-11-30
sdn,1,18,0.05555555555555555,39.44444444444444,2022-11-30
som,1,9,0.1111111111111111,31.0,2022-11-30
svn,1,111,0.009009009009009009,31.405405405405407,2022-11-30
syc,1,2,0.5,45.0,2022-11-30
tto,1,106,0.009433962264150943,50.72641509433962,2022-11-30
zmb,1,20,0.05,35.95,2022-11-30
abw,0,2,0.0,21.5,2022-11-30
ago,0,19,0.0,54.73684210526316,2022-11-30
aia,0,1,0.0,88.0,2022-11-30
and,0,11,0.0,64.72727272727272,2022-11-30
atg,0,9,0.0,44.0,2022-11-30
ben,0,24,0.0,52.125,2022-11-30
bes,0,1,0.0,89.0,2022-11-30
bfa,0,9,0.0,33.22222222222222,2022-11-30
bhr,0,28,0.0,36.357142857142854,2022-11-30
bhs,0,25,0.0,52.48,2022-11-30
bih,0,60,0.0,43.43333333333333,2022-11-30
blz,0,13,0.0,48.76923076923077,2022-11-30
bmu,0,4,0.0,55.25,2022-11-30
brb,0,36,0.0,55.05555555555556,2022-11-30
brn,0,10,0.0,23.5,2022-11-30
cod,0,20,0.0,17.65,2022-11-30
cog,0,4,0.0,39.0,2022-11-30
cpv,0,9,0.0,22.77777777777778,2022-11-30
cri,0,65,0.0,39.33846153846154,2022-11-30
cym,0,8,0.0,43.5,2022-11-30
dma,0,6,0.0,66.5,2022-11-30
dom,0,175,0.0,48.51428571428571,2022-11-30
esh,0,1,0.0,86.0,2022-11-30
fji,0,1,0.0,31.0,2022-11-30
fro,0,2,0.0,60.5,2022-11-30
fsm,0,1,0.0,9.0,2022-11-30
gab,0,3,0.0,42.333333333333336,2022-11-30
ggy,0,3,0.0,29.0,2022-11-30
gib,0,17,0.0,34.64705882352941,2022-11-30
gin,0,2,0.0,56.5,2022-11-30
glp,0,4,0.0,48.75,2022-11-30
gmb,0,4,0.0,54.5,2022-11-30
gnq,0,4,0.0,96.0,2022-11-30
grd,0,10,0.0,42.7,2022-11-30
grl,0,2,0.0,65.5,2022-11-30
guf,0,5,0.0,39.8,2022-11-30
gum,0,3,0.0,45.666666666666664,2022-11-30
guy,0,12,0.0,57.416666666666664,2022-11-30
hti,0,8,0.0,58.25,2022-11-30
imn,0,4,0.0,32.25,2022-11-30
isl,0,24,0.0,25.625,2022-11-30
jam,0,75,0.0,41.45333333333333,2022-11-30
jey,0,1,0.0,73.0,2022-11-30
kgz,0,30,0.0,45.03333333333333,2022-11-30
kna,0,10,0.0,46.3,2022-11-30
kwt,0,47,0.0,44.148936170212764,2022-11-30
lao,0,48,0.0,49.979166666666664,2022-11-30
lbr,0,2,0.0,58.0,2022-11-30
lca,0,4,0.0,53.25,2022-11-30
lie,0,4,0.0,45.5,2022-11-30
lso,0,5,0.0,44.0,2022-11-30
mac,0,15,0.0,44.333333333333336,2022-11-30
maf,0,1,0.0,16.0,2022-11-30
mco,0,1,0.0,7.0,2022-11-30
mhl,0,1,0.0,32.0,2022-11-30
mli,0,5,0.0,53.0,2022-11-30
mmr,0,66,0.0,44.27272727272727,2022-11-30
mne,0,21,0.0,21.857142857142858,2022-11-30
mng,0,62,0.0,29.225806451612904,2022-11-30
mnp,0,1,0.0,21.0,2022-11-30
moz,0,15,0.0,42.666666666666664,2022-11-30
mrt,0,2,0.0,47.5,2022-11-30
mtq,0,6,0.0,44.166666666666664,2022-11-30
mwi,0,8,0.0,38.375,2022-11-30
nam,0,12,0.0,52.916666666666664,2022-11-30
ncl,0,4,0.0,69.25,2022-11-30
ner,0,2,0.0,52.0,2022-11-30
nic,0,14,0.0,38.642857142857146,2022-11-30
omn,0,34,0.0,35.61764705882353,2022-11-30
pry,0,123,0.0,46.926829268292686,2022-11-30
pyf,0,4,0.0,20.0,2022-11-30
reu,0,20,0.0,48.25,2022-11-30
sen,0,38,0.0,38.94736842105263,2022-11-30
slb,0,1,0.0,31.0,2022-11-30
sle,0,1,0.0,98.0,2022-11-30
slv,0,27,0.0,50.18518518518518,2022-11-30
spm,0,1,0.0,85.0,2022-11-30
ssd,0,1,0.0,28.0,2022-11-30
sur,0,7,0.0,44.0,2022-11-30
svk,0,141,0.0,30.893617021276597,2022-11-30
sxm,0,5,0.0,30.0,2022-11-30
syr,0,36,0.0,38.888888888888886,2022-11-30
tca,0,3,0.0,56.333333333333336,2022-11-30
tcd,0,2,0.0,26.0,2022-11-30
tgo,0,9,0.0,48.55555555555556,2022-11-30
tjk,0,9,0.0,48.333333333333336,2022-11-30
tkm,0,2,0.0,20.5,2022-11-30
tza,0,23,0.0,34.17391304347826,2022-11-30
vct,0,4,0.0,61.5,2022-11-30
vgb,0,10,0.0,48.5,2022-11-30
vir,0,5,0.0,39.6,2022-11-30
wsm,0,1,0.0,54.0,2022-11-30
xkk,0,18,0.0,50.0,2022-11-30
yem,0,16,0.0,49.625,2022-11-30
zwe,0,30,0.0,44.36666666666667,2022-11-30
ind,414,10890,0.03801652892561983,30.035904499540862,2022-12-31
usa,329,28218,0.011659224608405983,40.40442270890921,2022-12-31
deu,102,3337,0.03056637698531615,26.4474078513635,2022-12-31
fra,81,2215,0.036568848758465014,30.20451467268623,2022-12-31
gbr,74,3912,0.018916155419222903,33.454243353783234,2022-12-31
ita,61,1200,0.050833333333333335,28.0675,2022-12-31
esp,55,1405,0.03914590747330961,30.46405693950178,2022-12-31
tur,48,2103,0.02282453637660485,40.86875891583452,2022-12-31
can,46,2084,0.022072936660268713,34.74856046065259,2022-12-31
nld,39,1302,0.029953917050691243,28.135176651305684,2022-12-31
pol,39,1265,0.0308300395256917,30.782608695652176,2022-12-31
rus,37,4511,0.00820217246730215,45.99733983595655,2022-12-31
irn,36,505,0.07128712871287128,21.544554455445546,2022-12-31
vnm,35,2084,0.016794625719769675,44.770153550863725,2022-12-31
pak,33,1273,0.025923016496465043,37.363707776904945,2022-12-31
bra,32,3027,0.010571522960026428,45.56722827882392,2022-12-31
isr,29,724,0.04005524861878453,18.272099447513813,2022-12-31
aus,28,952,0.029411764705882353,33.16281512605042,2022-12-31
idn,27,2374,0.011373209772535805,44.260741364785176,2022-12-31
twn,27,1358,0.019882179675994108,40.92120765832106,2022-12-31
jpn,26,915,0.02841530054644809,34.459016393442624,2022-12-31
hkg,24,348,0.06896551724137931,27.96264367816092,2022-12-31
che,21,463,0.04535637149028078,22.15766738660907,2022-12-31
rou,19,542,0.03505535055350553,36.09963099630996,2022-12-31
swe,19,613,0.03099510603588907,26.66721044045677,2022-12-31
tha,19,755,0.025165562913907286,39.609271523178805,2022-12-31
ukr,19,1153,0.01647875108412836,42.23677363399827,2022-12-31
chn,18,246,0.07317073170731707,14.231707317073171,2022-12-31
bel,16,393,0.04071246819338423,22.674300254452927,2022-12-31
egy,16,918,0.017429193899782137,42.60457516339869,2022-12-31
mar,16,485,0.032989690721649485,37.705154639175255,2022-12-31
dnk,15,312,0.04807692307692308,23.51923076923077,2022-12-31
aut,14,353,0.039660056657223795,23.52974504249292,2022-12-31
grc,14,362,0.03867403314917127,28.414364640883978,2022-12-31
mys,14,784,0.017857142857142856,44.56505102040816,2022-12-31
phl,14,1460,0.009589041095890411,42.26849315068493,2022-12-31
sgp,13,649,0.020030816640986132,33.05084745762712,2022-12-31
cze,12,482,0.024896265560165973,37.45643153526971,2022-12-31
col,11,740,0.014864864864864866,44.689189189189186,2022-12-31
mex,11,949,0.011591148577449948,44.86722866174921,2022-12-31
prt,11,368,0.029891304347826088,31.214673913043477,2022-12-31
kor,9,1835,0.004904632152588556,43.6283378746594,2022-12-31
nor,9,267,0.033707865168539325,29.205992509363295,2022-12-31
tun,9,210,0.04285714285714286,25.580952380952382,2022-12-31
zaf,9,340,0.026470588235294117,40.38823529411765,2022-12-31
bgd,8,967,0.008273009307135471,42.99172699069287,2022-12-31
chl,8,348,0.022988505747126436,37.65229885057471,2022-12-31
are,7,399,0.017543859649122806,43.77944862155388,2022-12-31
bih,7,78,0.08974358974358974,31.294871794871796,2022-12-31
irl,7,279,0.025089605734767026,22.057347670250895,2022-12-31
arg,6,1145,0.005240174672489083,48.97816593886463,2022-12-31
blr,6,178,0.033707865168539325,35.51123595505618,2022-12-31
gtm,6,80,0.075,42.425,2022-12-31
ken,6,153,0.0392156862745098,38.28104575163399,2022-12-31
ltu,6,357,0.01680672268907563,45.036414565826334,2022-12-31
sau,6,343,0.01749271137026239,39.74635568513119,2022-12-31
srb,6,243,0.024691358024691357,40.44444444444444,2022-12-31
fin,5,276,0.018115942028985508,24.028985507246375,2022-12-31
hrv,5,161,0.031055900621118012,27.13664596273292,2022-12-31
kaz,5,237,0.02109704641350211,38.358649789029535,2022-12-31
lva,5,97,0.05154639175257732,39.70103092783505,2022-12-31
svk,5,130,0.038461538461538464,35.284615384615385,2022-12-31
geo,4,177,0.022598870056497175,36.11864406779661,2022-12-31
hun,4,306,0.013071895424836602,38.07516339869281,2022-12-31
irq,4,401,0.00997506234413965,53.566084788029926,2022-12-31
jor,4,170,0.023529411764705882,30.68235294117647,2022-12-31
lbn,4,84,0.047619047619047616,32.39285714285714,2022-12-31
nga,4,167,0.023952095808383235,35.25748502994012,2022-12-31
npl,4,194,0.020618556701030927,45.00515463917526,2022-12-31
dza,3,328,0.009146341463414634,41.073170731707314,2022-12-31
eth,3,129,0.023255813953488372,47.15503875968992,2022-12-31
mda,3,129,0.023255813953488372,40.3875968992248,2022-12-31
mlt,3,38,0.07894736842105263,26.236842105263158,2022-12-31
mng,3,49,0.061224489795918366,40.42857142857143,2022-12-31
arm,2,92,0.021739130434782608,36.76086956521739,2022-12-31
bgr,2,281,0.0071174377224199285,42.64768683274021,2022-12-31
ecu,2,217,0.009216589861751152,44.63594470046083,2022-12-31
est,2,97,0.020618556701030927,28.123711340206185,2022-12-31
gha,2,80,0.025,39.4125,2022-12-31
lka,2,178,0.011235955056179775,38.050561797752806,2022-12-31
nic,2,21,0.09523809523809523,35.57142857142857,2022-12-31
per,2,386,0.0051813471502590676,43.41968911917098,2022-12-31
svn,2,110,0.01818181818181818,36.163636363636364,2022-12-31
syr,2,107,0.018691588785046728,20.766355140186917,2022-12-31
tto,2,82,0.024390243902439025,45.0,2022-12-31
zzz,2,300,0.006666666666666667,38.303333333333335,2022-12-31
and,1,8,0.125,50.75,2022-12-31
aze,1,83,0.012048192771084338,28.662650602409638,2022-12-31
bhr,1,30,0.03333333333333333,37.2,2022-12-31
bol,1,154,0.006493506493506494,52.9025974025974,2022-12-31
bwa,1,15,0.06666666666666667,31.133333333333333,2022-12-31
cri,1,78,0.01282051282051282,36.64102564102564,2022-12-31
cuw,1,5,0.2,32.2,2022-12-31
cyp,1,435,0.0022988505747126436,62.44367816091954,2022-12-31
kgz,1,48,0.020833333333333332,51.104166666666664,2022-12-31
khm,1,148,0.006756756756756757,43.513513513513516,2022-12-31
lby,1,44,0.022727272727272728,41.20454545454545,2022-12-31
mdv,1,3,0.3333333333333333,34.0,2022-12-31
mkd,1,110,0.00909090909090909,55.68181818181818,2022-12-31
mmr,1,60,0.016666666666666666,43.3,2022-12-31
mne,1,25,0.04,41.84,2022-12-31
pri,1,27,0.037037037037037035,39.407407407407405,2022-12-31
pry,1,87,0.011494252873563218,43.67816091954023,2022-12-31
qat,1,55,0.01818181818181818,41.58181818181818,2022-12-31
sen,1,27,0.037037037037037035,36.96296296296296,2022-12-31
ury,1,92,0.010869565217391304,38.93478260869565,2022-12-31
uzb,1,128,0.0078125,45.5,2022-12-31
xkk,1,23,0.043478260869565216,44.73913043478261,2022-12-31
yem,1,31,0.03225806451612903,41.96774193548387,2022-12-31
abw,0,5,0.0,46.0,2022-12-31
afg,0,9,0.0,40.22222222222222,2022-12-31
ago,0,21,0.0,41.142857142857146,2022-12-31
aia,0,1,0.0,54.0,2022-12-31
alb,0,51,0.0,48.705882352941174,2022-12-31
atg,0,6,0.0,43.833333333333336,2022-12-31
ben,0,21,0.0,47.476190476190474,2022-12-31
bfa,0,7,0.0,43.857142857142854,2022-12-31
bhs,0,28,0.0,47.892857142857146,2022-12-31
blz,0,10,0.0,66.6,2022-12-31
bmu,0,4,0.0,13.0,2022-12-31
brb,0,40,0.0,59.125,2022-12-31
brn,0,4,0.0,26.0,2022-12-31
btn,0,6,0.0,40.666666666666664,2022-12-31
civ,0,32,0.0,41.15625,2022-12-31
cmr,0,15,0.0,24.4,2022-12-31
cod,0,8,0.0,26.125,2022-12-31
cog,0,10,0.0,46.8,2022-12-31
cpv,0,2,0.0,47.5,2022-12-31
cub,0,19,0.0,40.05263157894737,2022-12-31
cym,0,3,0.0,28.0,2022-12-31
dji,0,5,0.0,61.2,2022-12-31
dma,0,5,0.0,46.0,2022-12-31
dom,0,189,0.0,53.07936507936508,2022-12-31
fji,0,1,0.0,27.0,2022-12-31
fro,0,1,0.0,86.0,2022-12-31
fsm,0,1,0.0,35.0,2022-12-31
gab,0,5,0.0,56.8,2022-12-31
ggy,0,2,0.0,9.5,2022-12-31
gib,0,2,0.0,55.5,2022-12-31
glp,0,7,0.0,29.857142857142858,2022-12-31
gmb,0,8,0.0,60.125,2022-12-31
gnq,0,1,0.0,68.0,2022-12-31
grd,0,4,0.0,47.0,2022-12-31
gum,0,2,0.0,43.5,2022-12-31
guy,0,14,0.0,49.214285714285715,2022-12-31
hnd,0,43,0.0,51.53488372093023,2022-12-31
hti,0,18,0.0,40.166666666666664,2022-12-31
imn,0,8,0.0,39.125,2022-12-31
isl,0,27,0.0,28.85185185185185,2022-12-31
jam,0,75,0.0,51.46666666666667,2022-12-31
jey,0,4,0.0,27.5,2022-12-31
kir,0,1,0.0,77.0,2022-12-31
kna,0,11,0.0,56.90909090909091,2022-12-31
kwt,0,41,0.0,37.829268292682926,2022-12-31
lao,0,42,0.0,61.73809523809524,2022-12-31
lbr,0,2,0.0,53.0,2022-12-31
lca,0,15,0.0,56.93333333333333,2022-12-31
lso,0,1,0.0,32.0,2022-12-31
lux,0,44,0.0,26.227272727272727,2022-12-31
mac,0,26,0.0,25.5,2022-12-31
maf,0,3,0.0,32.33333333333333,2022-12-31
mco,0,2,0.0,67.0,2022-12-31
mdg,0,18,0.0,38.5,2022-12-31
mli,0,6,0.0,61.833333333333336,2022-12-31
moz,0,15,0.0,49.266666666666666,2022-12-31
mrt,0,3,0.0,57.666666666666664,2022-12-31
mus,0,22,0.0,38.72727272727273,2022-12-31
mwi,0,3,0.0,8.666666666666668,2022-12-31
nam,0,11,0.0,48.09090909090909,2022-12-31
ncl,0,4,0.0,29.75,2022-12-31
ner,0,1,0.0,18.0,2022-12-31
nru,0,1,0.0,68.0,2022-12-31
nzl,0,155,0.0,31.509677419354837,2022-12-31
omn,0,26,0.0,44.5,2022-12-31
pan,0,65,0.0,49.63076923076923,2022-12-31
png,0,4,0.0,19.5,2022-12-31
pse,0,276,0.0,49.619565217391305,2022-12-31
pyf,0,3,0.0,43.0,2022-12-31
reu,0,10,0.0,44.3,2022-12-31
rwa,0,9,0.0,28.11111111111111,2022-12-31
sdn,0,27,0.0,28.0,2022-12-31
sle,0,1,0.0,57.0,2022-12-31
slv,0,45,0.0,39.17777777777778,2022-12-31
smr,0,1,0.0,8.0,2022-12-31
som,0,7,0.0,50.142857142857146,2022-12-31
stp,0,1,0.0,58.0,2022-12-31
sur,0,6,0.0,32.83333333333333,2022-12-31
swz,0,2,0.0,97.5,2022-12-31
sxm,0,2,0.0,8.5,2022-12-31
syc,0,1,0.0,30.0,2022-12-31
tca,0,3,0.0,30.333333333333332,2022-12-31
tcd,0,2,0.0,92.0,2022-12-31
tgo,0,20,0.0,49.5,2022-12-31
tjk,0,2,0.0,37.0,2022-12-31
tkm,0,3,0.0,12.0,2022-12-31
tza,0,21,0.0,37.476190476190474,2022-12-31
uga,0,19,0.0,33.94736842105263,2022-12-31
vct,0,6,0.0,59.5,2022-12-31
ven,0,238,0.0,47.34873949579832,2022-12-31
vgb,0,8,0.0,43.875,2022-12-31
vir,0,1,0.0,81.0,2022-12-31
vut,0,1,0.0,35.0,2022-12-31
zmb,0,11,0.0,52.0,2022-12-31
zwe,0,17,0.0,49.23529411764706,2022-12-31
